config_id,dataset,imbalance_method,method_family,classifier,minority_ratio,seed,precision,recall,f1,mcc,balanced_accuracy,accuracy,roc_auc,pr_auc,tn,fp,fn,tp,cv_best_score,best_params,runtime_sec,train_size,test_size,train_phishing,test_phishing,train_phishing_pct,test_phishing_pct
hannousse__smotetomek__decision_tree__r10__s42,hannousse,smotetomek,Hybrid,decision_tree,0.1,42,0.7443609022556391,0.7795275590551181,0.7615384615384616,0.734604381564221,0.8748906386701663,0.9511811023622048,0.8973105723989225,0.6398624245371811,1109,34,28,99,0.7974,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 10}",8.7,5080,1270,508,127,10.0,10.0
hannousse__smotetomek__random_forest__r10__s42,hannousse,smotetomek,Hybrid,random_forest,0.1,42,0.8914728682170543,0.905511811023622,0.8984375,0.8870882157001829,0.9466316710411198,0.9795275590551181,0.9907860926832965,0.945871216397072,1129,14,12,115,0.89,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",25.8,5080,1270,508,127,10.0,10.0
hannousse__smotetomek__svm__r10__s42,hannousse,smotetomek,Hybrid,svm,0.1,42,0.7631578947368421,0.9133858267716536,0.8315412186379928,0.8150731400971012,0.9409448818897638,0.962992125984252,0.9858019716039432,0.8751273756236289,1107,36,11,116,0.8335,"{""C"": 1, ""gamma"": 0.01, ""kernel"": ""rbf""}",7.9,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__decision_tree__r10__s42,hannousse,cost_sensitive,Algorithm-level,decision_tree,0.1,42,0.6866666666666666,0.8110236220472441,0.7436823104693141,0.7156600534955909,0.8849518810148731,0.9440944881889763,0.8906524479715625,0.6446117556659621,1096,47,24,103,0.7829,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",1.6,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__random_forest__r10__s42,hannousse,cost_sensitive,Algorithm-level,random_forest,0.1,42,0.926605504587156,0.7952755905511811,0.8559322033898306,0.8442560420598298,0.89413823272091,0.9732283464566929,0.9906517590812959,0.9365278469859479,1135,8,26,101,0.8456,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",10.9,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__svm__r10__s42,hannousse,cost_sensitive,Algorithm-level,svm,0.1,42,0.8283582089552238,0.8740157480314961,0.8505747126436782,0.8338482047591781,0.9269466316710411,0.9692913385826771,0.9875586417839501,0.8957154814361741,1120,23,16,111,0.8575,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",3.0,5080,1270,508,127,10.0,10.0
uci__none__decision_tree__r10__s1,uci,none,Baseline,decision_tree,0.1,1,0.9,0.8540145985401459,0.8764044943820224,0.863424095753661,0.921731325244099,0.9758948137326515,0.9612374395677316,0.8606295789590914,1219,13,20,117,0.8734,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",0.8,5472,1369,547,137,10.0,10.01
uci__none__random_forest__r10__s1,uci,none,Baseline,random_forest,0.1,1,0.968503937007874,0.8978102189781022,0.9318181818181818,0.9253672742823028,0.9472817328656744,0.9868517165814463,0.9815888946819603,0.96434660973103,1228,4,14,123,0.8817,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",6.8,5472,1369,547,137,10.0,10.01
uci__none__svm__r10__s1,uci,none,Baseline,svm,0.1,1,0.9919354838709677,0.8978102189781022,0.9425287356321839,0.9379114782765009,0.9484992653332069,0.9890430971512053,0.9871137074604228,0.9658168291519036,1231,1,14,123,0.8758,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",2.0,5472,1369,547,137,10.0,10.01
uci__random_oversampling__decision_tree__r10__s1,uci,random_oversampling,Data-level (resampling),decision_tree,0.1,1,0.8456375838926175,0.9197080291970803,0.8811188811188813,0.8682329678700884,0.9505195990141245,0.9751643535427319,0.9582395250734667,0.9125067040169337,1209,23,11,126,0.8529,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 10}",1.0,5472,1369,547,137,10.0,10.01
uci__random_oversampling__random_forest__r10__s1,uci,random_oversampling,Data-level (resampling),random_forest,0.1,1,0.8881118881118881,0.927007299270073,0.907142857142857,0.8968260578807158,0.95701014314153,0.9810080350620891,0.9869952128163808,0.9572512587554013,1216,16,10,127,0.8873,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",8.6,5472,1369,547,137,10.0,10.01
uci__random_oversampling__svm__r10__s1,uci,random_oversampling,Data-level (resampling),svm,0.1,1,0.8648648648648649,0.9343065693430657,0.8982456140350877,0.8872664703449534,0.9590364015546498,0.9788166544923301,0.987581761304389,0.9500398830698287,1212,20,9,128,0.8244,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",5.0,5472,1369,547,137,10.0,10.01
uci__random_undersampling__decision_tree__r10__s1,uci,random_undersampling,Data-level (resampling),decision_tree,0.1,1,0.5462184873949579,0.948905109489051,0.6933333333333334,0.6819796984321587,0.9306213859133567,0.9159970781592404,0.9432943880936582,0.6029964857327967,1124,108,7,130,0.6951,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",0.9,5472,1369,547,137,10.0,10.01
uci__random_undersampling__random_forest__r10__s1,uci,random_undersampling,Data-level (resampling),random_forest,0.1,1,0.7,0.9708029197080292,0.8134556574923548,0.8025204042832317,0.9622683429708978,0.9554419284149014,0.9845542231491137,0.9377183963553675,1175,57,4,133,0.7975,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 300}",5.6,5472,1369,547,137,10.0,10.01
uci__random_undersampling__svm__r10__s1,uci,random_undersampling,Data-level (resampling),svm,0.1,1,0.6515151515151515,0.9416058394160584,0.7701492537313432,0.7555998828797169,0.9427996729547824,0.943754565376187,0.9827531045596739,0.9195619514804705,1163,69,8,129,0.7522,"{""C"": 1, ""gamma"": ""scale"", ""kernel"": ""rbf""}",1.1,5472,1369,547,137,10.0,10.01
uci__smote__decision_tree__r10__s1,uci,smote,Data-level (synthetic),decision_tree,0.1,1,0.9071428571428571,0.927007299270073,0.9169675090252708,0.907688827020631,0.9582276756090624,0.9831994156318481,0.9590897241444686,0.8666471347991911,1219,13,10,127,0.8633,"{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_split"": 2}",1.2,5472,1369,547,137,10.0,10.01
uci__smote__random_forest__r10__s1,uci,smote,Data-level (synthetic),random_forest,0.1,1,0.9333333333333333,0.9197080291970803,0.926470588235294,0.9183913807392116,0.9562014171959428,0.985390796201607,0.9802795288652953,0.9633901931427935,1223,9,11,126,0.8889,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 100}",10.1,5472,1369,547,137,10.0,10.01
uci__smote__svm__r10__s1,uci,smote,Data-level (synthetic),svm,0.1,1,0.8698630136986302,0.927007299270073,0.8975265017667845,0.8862847096719687,0.9557926106739976,0.9788166544923301,0.9900642240970707,0.9536455164497182,1213,19,10,127,0.8364,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.2,5472,1369,547,137,10.0,10.01
uci__adasyn__decision_tree__r10__s1,uci,adasyn,Data-level (synthetic),decision_tree,0.1,1,0.8881118881118881,0.927007299270073,0.907142857142857,0.8968260578807158,0.95701014314153,0.9810080350620891,0.9582780358327803,0.8542824940380401,1216,16,10,127,0.8611,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 2}",1.4,5472,1369,547,137,10.0,10.01
uci__adasyn__random_forest__r10__s1,uci,adasyn,Data-level (synthetic),random_forest,0.1,1,0.9333333333333333,0.9197080291970803,0.926470588235294,0.9183913807392116,0.9562014171959428,0.985390796201607,0.9776430230353589,0.9560064935651656,1223,9,11,126,0.8934,"{""max_depth"": null, ""max_features"": ""log2"", ""n_estimators"": 100}",10.6,5472,1369,547,137,10.0,10.01
uci__adasyn__svm__r10__s1,uci,adasyn,Data-level (synthetic),svm,0.1,1,0.8113207547169812,0.9416058394160584,0.8716216216216216,0.8591412433049272,0.9586275950327046,0.9722425127830533,0.9909647833917907,0.9500826613959628,1202,30,8,129,0.8094,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",5.1,5472,1369,547,137,10.0,10.01
uci__smoteenn__decision_tree__r10__s1,uci,smoteenn,Hybrid,decision_tree,0.1,1,0.79375,0.927007299270073,0.8552188552188551,0.8408952857230642,0.9501107924921793,0.9685902118334551,0.9501107924921792,0.7431166456948168,1199,33,10,127,0.8341,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",5.5,5472,1369,547,137,10.0,10.01
uci__smoteenn__random_forest__r10__s1,uci,smoteenn,Hybrid,random_forest,0.1,1,0.8698630136986302,0.927007299270073,0.8975265017667845,0.8862847096719687,0.9557926106739976,0.9788166544923301,0.9840269219831264,0.9541788397356186,1213,19,10,127,0.8751,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 100}",12.5,5472,1369,547,137,10.0,10.01
uci__smoteenn__svm__r10__s1,uci,smoteenn,Hybrid,svm,0.1,1,0.7457627118644068,0.9635036496350365,0.8407643312101912,0.8291061789805731,0.9634888378045312,0.9634769905040176,0.9885830410465448,0.9340392779547921,1187,45,5,132,0.8126,"{""C"": 1, ""gamma"": ""scale"", ""kernel"": ""rbf""}",5.1,5472,1369,547,137,10.0,10.01
uci__smotetomek__decision_tree__r10__s1,uci,smotetomek,Hybrid,decision_tree,0.1,1,0.9071428571428571,0.927007299270073,0.9169675090252708,0.907688827020631,0.9582276756090624,0.9831994156318481,0.9590897241444686,0.8666471347991911,1219,13,10,127,0.8633,"{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_split"": 2}",5.4,5472,1369,547,137,10.0,10.01
uci__smotetomek__random_forest__r10__s1,uci,smotetomek,Hybrid,random_forest,0.1,1,0.9333333333333333,0.9197080291970803,0.926470588235294,0.9183913807392116,0.9562014171959428,0.985390796201607,0.9802795288652953,0.9633901931427935,1223,9,11,126,0.8889,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 100}",12.9,5472,1369,547,137,10.0,10.01
uci__smotetomek__svm__r10__s1,uci,smotetomek,Hybrid,svm,0.1,1,0.8698630136986302,0.927007299270073,0.8975265017667845,0.8862847096719687,0.9557926106739976,0.9788166544923301,0.9900642240970707,0.9536455164497182,1213,19,10,127,0.8364,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",5.6,5472,1369,547,137,10.0,10.01
uci__cost_sensitive__decision_tree__r10__s1,uci,cost_sensitive,Algorithm-level,decision_tree,0.1,1,0.8435374149659864,0.9051094890510949,0.8732394366197184,0.8592529553664905,0.9432203289411318,0.9737034331628927,0.947995663096028,0.847059987262506,1209,23,13,124,0.8579,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 2}",1.0,5472,1369,547,137,10.0,10.01
uci__cost_sensitive__random_forest__r10__s1,uci,cost_sensitive,Algorithm-level,random_forest,0.1,1,0.9104477611940298,0.8905109489051095,0.9003690036900369,0.8894931603834874,0.9403853445824248,0.9802775748721695,0.987575836572187,0.9630910405140656,1220,12,15,122,0.873,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 100}",6.9,5472,1369,547,137,10.0,10.01
uci__cost_sensitive__svm__r10__s1,uci,cost_sensitive,Algorithm-level,svm,0.1,1,0.8421052631578947,0.9343065693430657,0.8858131487889273,0.873850375400897,0.9574130249312731,0.9758948137326515,0.9876113849653996,0.9449891902224734,1208,24,9,128,0.8247,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",2.6,5472,1369,547,137,10.0,10.01
hannousse__none__decision_tree__r10__s1,hannousse,none,Baseline,decision_tree,0.1,1,0.7622950819672131,0.7322834645669292,0.746987951807229,0.7196796900035115,0.8534558180227472,0.9503937007874016,0.9082191497716329,0.7209174987280793,1114,29,34,93,0.7736,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 10}",1.7,5080,1270,508,127,10.0,10.0
hannousse__none__random_forest__r10__s1,hannousse,none,Baseline,random_forest,0.1,1,0.9107142857142857,0.8031496062992126,0.8535564853556485,0.8404295281664131,0.8972003499562555,0.9724409448818898,0.9932178753246395,0.9469741065761296,1133,10,25,102,0.8601,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",11.9,5080,1270,508,127,10.0,10.0
hannousse__none__svm__r10__s1,hannousse,none,Baseline,svm,0.1,1,0.896551724137931,0.8188976377952756,0.8559670781893004,0.8418191819212122,0.9041994750656168,0.9724409448818898,0.9908377594532967,0.9309724393522171,1131,12,23,104,0.8569,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",2.8,5080,1270,508,127,10.0,10.0
hannousse__random_oversampling__decision_tree__r10__s1,hannousse,random_oversampling,Data-level (resampling),decision_tree,0.1,1,0.75,0.8267716535433071,0.7865168539325843,0.762635290317308,0.8980752405949256,0.9551181102362205,0.8961532367509177,0.6100295433142777,1108,35,22,105,0.7771,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",2.0,5080,1270,508,127,10.0,10.0
hannousse__random_oversampling__random_forest__r10__s1,hannousse,random_oversampling,Data-level (resampling),random_forest,0.1,1,0.9130434782608695,0.8267716535433071,0.8677685950413223,0.8551660357499316,0.9090113735783028,0.9748031496062992,0.9942994330433105,0.9539961068346494,1133,10,22,105,0.8648,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",14.1,5080,1270,508,127,10.0,10.0
hannousse__random_oversampling__svm__r10__s1,hannousse,random_oversampling,Data-level (resampling),svm,0.1,1,0.8650793650793651,0.8582677165354331,0.8616600790513834,0.8463646079949131,0.9216972878390202,0.9724409448818898,0.991168426781298,0.9259956884472437,1126,17,18,109,0.8542,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",6.1,5080,1270,508,127,10.0,10.0
hannousse__random_undersampling__decision_tree__r10__s1,hannousse,random_undersampling,Data-level (resampling),decision_tree,0.1,1,0.5603864734299517,0.9133858267716536,0.6946107784431139,0.6772045087486754,0.9168853893263342,0.9196850393700787,0.9168853893263342,0.5205104796683024,1052,91,11,116,0.6916,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",1.2,5080,1270,508,127,10.0,10.0
hannousse__random_undersampling__random_forest__r10__s1,hannousse,random_undersampling,Data-level (resampling),random_forest,0.1,1,0.6741573033707865,0.9448818897637795,0.7868852459016393,0.7726953891889707,0.947069116360455,0.9488188976377953,0.9908239816479633,0.9267318738681041,1085,58,7,120,0.7865,"{""max_depth"": null, ""max_features"": ""log2"", ""n_estimators"": 300}",6.3,5080,1270,508,127,10.0,10.0
hannousse__random_undersampling__svm__r10__s1,hannousse,random_undersampling,Data-level (resampling),svm,0.1,1,0.6197916666666666,0.937007874015748,0.7460815047021944,0.7312220714129409,0.9365704286964129,0.9362204724409449,0.9861395278346112,0.8859315575967408,1070,73,8,119,0.7374,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",1.3,5080,1270,508,127,10.0,10.0
hannousse__smote__decision_tree__r10__s1,hannousse,smote,Data-level (synthetic),decision_tree,0.1,1,0.7785714285714286,0.8582677165354331,0.8164794007490637,0.796157720660926,0.915573053368329,0.9614173228346456,0.8668271780988007,0.6420791271997042,1112,31,18,109,0.795,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",3.6,5080,1270,508,127,10.0,10.0
hannousse__smote__random_forest__r10__s1,hannousse,smote,Data-level (synthetic),random_forest,0.1,1,0.8790322580645161,0.8582677165354331,0.8685258964143425,0.8541865333692269,0.9225721784776904,0.974015748031496,0.9950158789206468,0.9590701244386005,1128,15,18,109,0.8829,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",22.5,5080,1270,508,127,10.0,10.0
hannousse__smote__svm__r10__s1,hannousse,smote,Data-level (synthetic),svm,0.1,1,0.7959183673469388,0.9212598425196851,0.854014598540146,0.8392779891578891,0.94750656167979,0.968503937007874,0.9908033149399632,0.9093637768206548,1113,30,10,117,0.8423,"{""C"": 1, ""gamma"": 0.01, ""kernel"": ""rbf""}",6.4,5080,1270,508,127,10.0,10.0
hannousse__adasyn__decision_tree__r10__s1,hannousse,adasyn,Data-level (synthetic),decision_tree,0.1,1,0.8125,0.8188976377952756,0.815686274509804,0.7951252531055057,0.8989501312335958,0.962992125984252,0.9208051749436832,0.7123974932351349,1119,24,23,104,0.7829,"{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_split"": 10}",3.9,5080,1270,508,127,10.0,10.0
hannousse__adasyn__random_forest__r10__s1,hannousse,adasyn,Data-level (synthetic),random_forest,0.1,1,0.8925619834710744,0.8503937007874016,0.870967741935484,0.85732335127539,0.9195100612423448,0.9748031496062992,0.9942959885919771,0.9542917037038463,1130,13,19,108,0.8843,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",23.5,5080,1270,508,127,10.0,10.0
hannousse__adasyn__svm__r10__s1,hannousse,adasyn,Data-level (synthetic),svm,0.1,1,0.7718120805369127,0.905511811023622,0.8333333333333334,0.816426104141756,0.9378827646544181,0.9637795275590552,0.9892602007426237,0.895482286728017,1109,34,12,115,0.8275,"{""C"": 1, ""gamma"": ""scale"", ""kernel"": ""rbf""}",7.0,5080,1270,508,127,10.0,10.0
hannousse__smoteenn__decision_tree__r10__s1,hannousse,smoteenn,Hybrid,decision_tree,0.1,1,0.7801418439716312,0.8661417322834646,0.8208955223880597,0.8011997869945083,0.9195100612423447,0.9622047244094488,0.9195100612423447,0.6890992349360586,1112,31,17,110,0.7794,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 2}",8.5,5080,1270,508,127,10.0,10.0
hannousse__smoteenn__random_forest__r10__s1,hannousse,smoteenn,Hybrid,random_forest,0.1,1,0.8345864661654135,0.8740157480314961,0.8538461538461539,0.8374661386093862,0.9273840769903763,0.9700787401574803,0.9926908742706374,0.9392515406800109,1121,22,16,111,0.8709,"{""max_depth"": null, ""max_features"": ""log2"", ""n_estimators"": 300}",24.2,5080,1270,508,127,10.0,10.0
hannousse__smoteenn__svm__r10__s1,hannousse,smoteenn,Hybrid,svm,0.1,1,0.7615894039735099,0.905511811023622,0.827338129496403,0.8101038881350825,0.9370078740157479,0.9622047244094488,0.9885781993786209,0.8915679043784775,1107,36,12,115,0.8169,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",6.5,5080,1270,508,127,10.0,10.0
hannousse__smotetomek__decision_tree__r10__s1,hannousse,smotetomek,Hybrid,decision_tree,0.1,1,0.7785714285714286,0.8582677165354331,0.8164794007490637,0.796157720660926,0.915573053368329,0.9614173228346456,0.8668271780988007,0.6420791271997042,1112,31,18,109,0.795,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",8.8,5080,1270,508,127,10.0,10.0
hannousse__smotetomek__random_forest__r10__s1,hannousse,smotetomek,Hybrid,random_forest,0.1,1,0.8790322580645161,0.8582677165354331,0.8685258964143425,0.8541865333692269,0.9225721784776904,0.974015748031496,0.9950158789206468,0.9590701244386005,1128,15,18,109,0.8829,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",26.0,5080,1270,508,127,10.0,10.0
hannousse__smotetomek__svm__r10__s1,hannousse,smotetomek,Hybrid,svm,0.1,1,0.7959183673469388,0.9212598425196851,0.854014598540146,0.8392779891578891,0.94750656167979,0.968503937007874,0.9908033149399632,0.9093637768206548,1113,30,10,117,0.8423,"{""C"": 1, ""gamma"": 0.01, ""kernel"": ""rbf""}",8.2,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__decision_tree__r10__s1,hannousse,cost_sensitive,Algorithm-level,decision_tree,0.1,1,0.7536231884057971,0.8188976377952756,0.7849056603773584,0.7607159569249023,0.894575678040245,0.9551181102362205,0.8942966774822438,0.6277498819167942,1109,34,23,104,0.7916,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",1.6,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__random_forest__r10__s1,hannousse,cost_sensitive,Algorithm-level,random_forest,0.1,1,0.9514563106796117,0.7716535433070866,0.8521739130434782,0.8431877691700117,0.8836395450568679,0.9732283464566929,0.9941478771846433,0.9512438838281392,1138,5,29,98,0.8284,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",11.0,5080,1270,508,127,10.0,10.0
hannousse__cost_sensitive__svm__r10__s1,hannousse,cost_sensitive,Algorithm-level,svm,0.1,1,0.8582677165354331,0.8582677165354331,0.8582677165354331,0.84251968503937,0.9212598425196851,0.9716535433070866,0.9905002032226287,0.9220449520475407,1125,18,18,109,0.8583,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",3.2,5080,1270,508,127,10.0,10.0
uci__none__decision_tree__r10__s2,uci,none,Baseline,decision_tree,0.1,2,0.9612403100775194,0.9051094890510949,0.9323308270676692,0.9255701407080125,0.9505255237463266,0.9868517165814463,0.957463385154991,0.8919964148789228,1227,5,13,124,0.8895,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",0.9,5472,1369,547,137,10.0,10.01
uci__none__random_forest__r10__s2,uci,none,Baseline,random_forest,0.1,2,1.0,0.8686131386861314,0.9296875000000001,0.9252594822475753,0.9343065693430657,0.9868517165814463,0.991770546971277,0.9778052414160221,1232,0,18,119,0.9058,"{""max_depth"": null, ""max_features"": ""log2"", ""n_estimators"": 100}",6.8,5472,1369,547,137,10.0,10.01
uci__none__svm__r10__s2,uci,none,Baseline,svm,0.1,2,0.9914529914529915,0.8467153284671532,0.9133858267716537,0.9080116821527344,0.9229518200777325,0.9839298758217677,0.9923837567541947,0.9717851364926261,1231,1,21,116,0.896,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",2.0,5472,1369,547,137,10.0,10.01
uci__random_oversampling__decision_tree__r10__s2,uci,random_oversampling,Data-level (resampling),decision_tree,0.1,2,0.8840579710144928,0.8905109489051095,0.8872727272727274,0.8746937819824658,0.9387619679590482,0.9773557341124909,0.9418576405346478,0.8516843421098039,1216,16,15,122,0.869,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",1.0,5472,1369,547,137,10.0,10.01
uci__random_oversampling__random_forest__r10__s2,uci,random_oversampling,Data-level (resampling),random_forest,0.1,2,0.9071428571428571,0.927007299270073,0.9169675090252708,0.907688827020631,0.9582276756090624,0.9831994156318481,0.9967325101905394,0.9748028597637429,1219,13,10,127,0.8985,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",9.1,5472,1369,547,137,10.0,10.01
uci__random_oversampling__svm__r10__s2,uci,random_oversampling,Data-level (resampling),svm,0.1,2,0.8676470588235294,0.8613138686131386,0.8644688644688644,0.8494659773016077,0.9233517395013745,0.972972972972973,0.9905056166461277,0.9306103088392271,1214,18,19,118,0.8717,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.7,5472,1369,547,137,10.0,10.01
uci__random_undersampling__decision_tree__r10__s2,uci,random_undersampling,Data-level (resampling),decision_tree,0.1,2,0.6009615384615384,0.9124087591240876,0.7246376811594202,0.7064711355023037,0.9225193146269788,0.9306062819576333,0.9615544127405441,0.6503082979282206,1149,83,12,125,0.7232,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 10}",0.9,5472,1369,547,137,10.0,10.01
uci__random_undersampling__random_forest__r10__s2,uci,random_undersampling,Data-level (resampling),random_forest,0.1,2,0.6700507614213198,0.9635036496350365,0.7904191616766468,0.7786907111955365,0.9553719546876481,0.9488677867056245,0.9905648639681486,0.9259677468494767,1167,65,5,132,0.8067,"{""max_depth"": 20, ""max_features"": ""log2"", ""n_estimators"": 300}",5.6,5472,1369,547,137,10.0,10.01
uci__random_undersampling__svm__r10__s2,uci,random_undersampling,Data-level (resampling),svm,0.1,2,0.6844919786096256,0.9343065693430657,0.7901234567901235,0.7745940423211441,0.9432084794767277,0.9503287070854638,0.9855584652573703,0.8912620068971808,1173,59,9,128,0.772,"{""C"": 1, ""gamma"": ""scale"", ""kernel"": ""rbf""}",1.0,5472,1369,547,137,10.0,10.01
uci__smote__decision_tree__r10__s2,uci,smote,Data-level (synthetic),decision_tree,0.1,2,0.9291338582677166,0.8613138686131386,0.8939393939393939,0.8834160000587727,0.927004336903972,0.9795471146822499,0.926385202388852,0.8141546215324919,1223,9,19,118,0.8761,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",1.1,5472,1369,547,137,10.0,10.01
uci__smote__random_forest__r10__s2,uci,smote,Data-level (synthetic),random_forest,0.1,2,1.0,0.9051094890510949,0.9501915708812261,0.9463923851104993,0.9525547445255474,0.9905040175310446,0.988941487344772,0.97683643427719,1232,0,13,124,0.9112,"{""max_depth"": null, ""max_features"": ""log2"", ""n_estimators"": 100}",9.8,5472,1369,547,137,10.0,10.01
uci__smote__svm__r10__s2,uci,smote,Data-level (synthetic),svm,0.1,2,0.8923076923076924,0.8467153284671532,0.8689138576779026,0.8551211828683835,0.9176758460517584,0.9744338933528123,0.9888289174329321,0.9322221343889298,1218,14,21,116,0.8723,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.0,5472,1369,547,137,10.0,10.01
uci__adasyn__decision_tree__r10__s2,uci,adasyn,Data-level (synthetic),decision_tree,0.1,2,0.9076923076923077,0.8613138686131386,0.8838951310861423,0.8717270086389385,0.9257868044364395,0.9773557341124909,0.9251884064840269,0.7950756149767926,1220,12,19,118,0.893,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",1.3,5472,1369,547,137,10.0,10.01
uci__adasyn__random_forest__r10__s2,uci,adasyn,Data-level (synthetic),random_forest,0.1,2,1.0,0.9197080291970803,0.9581749049429658,0.9547612372154315,0.9598540145985401,0.9919649379108838,0.9975323490378236,0.9853524564266596,1232,0,11,126,0.9116,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",11.0,5472,1369,547,137,10.0,10.01
uci__adasyn__svm__r10__s2,uci,adasyn,Data-level (synthetic),svm,0.1,2,0.8394160583941606,0.8394160583941606,0.8394160583941606,0.8215589155370178,0.9107794577685089,0.9678597516435354,0.9828923357664232,0.9031030982383598,1210,22,22,115,0.8413,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.6,5472,1369,547,137,10.0,10.01
uci__smoteenn__decision_tree__r10__s2,uci,smoteenn,Hybrid,decision_tree,0.1,2,0.8235294117647058,0.9197080291970803,0.8689655172413793,0.8551239712638017,0.948896222390748,0.9722425127830533,0.9488962223907479,0.7654416743690646,1205,27,11,126,0.8549,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 2}",5.5,5472,1369,547,137,10.0,10.01
uci__smoteenn__random_forest__r10__s2,uci,smoteenn,Hybrid,random_forest,0.1,2,0.8951048951048951,0.9343065693430657,0.9142857142857143,0.9047844357667788,0.9610656223338705,0.9824689554419284,0.9948869561095839,0.9621291201798536,1217,15,9,128,0.8788,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",12.8,5472,1369,547,137,10.0,10.01
uci__smoteenn__svm__r10__s2,uci,smoteenn,Hybrid,svm,0.1,2,0.7894736842105263,0.8759124087591241,0.8304498269896193,0.8118690706019837,0.9249691913925491,0.9642074506939372,0.9867730353588018,0.9015334291028104,1200,32,17,120,0.8436,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.6,5472,1369,547,137,10.0,10.01
