config_id,dataset,imbalance_method,method_family,classifier,minority_ratio,seed,precision,recall,f1,mcc,balanced_accuracy,accuracy,roc_auc,pr_auc,tn,fp,fn,tp,cv_best_score,best_params,runtime_sec,train_size,test_size,train_phishing,test_phishing,train_phishing_pct,test_phishing_pct
vrbancic__smote__random_forest__rnative__s1,vrbancic,smote,Data-level (synthetic),random_forest,,1,0.9305750350631136,0.9595083152566883,0.9448202207191172,0.9152262903421862,0.9608393697032391,0.96125,0.9924600289944688,0.9867050340925408,2518,99,56,1327,0.9444,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",38.8,16000,4000,5531,1383,34.57,34.58
vrbancic__smote__svm__rnative__s1,vrbancic,smote,Data-level (synthetic),svm,,1,0.8935879945429741,0.9472161966738973,0.9196209196209196,0.8761185358084879,0.9438029779701165,0.94275,0.9852822816276356,0.970666626211804,2461,156,73,1310,0.9222,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",51.8,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__decision_tree__rnative__s1,vrbancic,adasyn,Data-level (synthetic),decision_tree,,1,0.906993006993007,0.9378163412870572,0.9221471738357626,0.880236635204042,0.9434973949461651,0.94525,0.9437149777954976,0.8723157791406063,2484,133,86,1297,0.9137,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 2}",14.6,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__random_forest__rnative__s1,vrbancic,adasyn,Data-level (synthetic),random_forest,,1,0.9207443142660234,0.9660159074475777,0.9428369795342273,0.9121355421173495,0.9610362303764446,0.9595,0.9921218430800779,0.985184275359409,2502,115,47,1336,0.9435,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",42.6,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__svm__rnative__s1,vrbancic,adasyn,Data-level (synthetic),svm,,1,0.8392969240426867,0.9667389732465654,0.898521505376344,0.8441999698221277,0.9344585198674554,0.9245,0.9829884748782296,0.9659267808025573,2361,256,46,1337,0.8981,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",75.9,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__decision_tree__rnative__s1,vrbancic,smoteenn,Hybrid,decision_tree,,1,0.8903182125930941,0.9508315256688359,0.9195804195804196,0.876054146526503,0.9444642916842461,0.9425,0.9554120936277651,0.8779654068986561,2455,162,68,1315,0.9176,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",36.1,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__random_forest__rnative__s1,vrbancic,smoteenn,Hybrid,random_forest,,1,0.8925233644859814,0.9667389732465654,0.9281499479347449,0.8895423807628277,0.9526090739370008,0.94825,0.9885338673576269,0.9777279391317185,2456,161,46,1337,0.9228,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",49.6,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__svm__rnative__s1,vrbancic,smoteenn,Hybrid,svm,,1,0.873921698739217,0.9522776572668112,0.9114186851211074,0.8634111511292402,0.9398377204943151,0.936,0.980456501251205,0.957667933970206,2427,190,66,1317,0.9107,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",30.3,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__decision_tree__rnative__s1,vrbancic,smotetomek,Hybrid,decision_tree,,1,0.9182389937106918,0.9501084598698482,0.9339019189765458,0.8983631852995336,0.9527003896597999,0.9535,0.9679282880084084,0.9207496882473436,2500,117,69,1314,0.9225,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 10}",36.5,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__random_forest__rnative__s1,vrbancic,smotetomek,Hybrid,random_forest,,1,0.9242002781641169,0.9609544468546638,0.9422190712513294,0.9111774318026755,0.9596518508633274,0.95925,0.9920773594753256,0.9861069933272105,2508,109,54,1329,0.9436,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",58.0,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__svm__rnative__s1,vrbancic,smotetomek,Hybrid,svm,,1,0.8924438393464942,0.9479392624728851,0.9193548387096775,0.8757014022833828,0.9437823939418304,0.9425,0.9851593300492829,0.9701362308663973,2459,158,72,1311,0.9215,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",59.0,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__decision_tree__rnative__s1,vrbancic,cost_sensitive,Algorithm-level,decision_tree,,1,0.9013022618231665,0.9508315256688359,0.9254046446164672,0.8851100530009385,0.947903344034265,0.947,0.9596468775410568,0.8946157761003026,2473,144,68,1315,0.9206,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",5.0,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__random_forest__rnative__s1,vrbancic,cost_sensitive,Algorithm-level,random_forest,,1,0.9355980184005662,0.9558929862617498,0.9456366237482117,0.9165581663808837,0.9605601729168893,0.962,0.9927480672426325,0.987098483967853,2526,91,61,1322,0.9437,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",26.9,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__svm__rnative__s1,vrbancic,cost_sensitive,Algorithm-level,svm,,1,0.8871621621621621,0.9493853940708604,0.9172196996157875,0.8723798678689431,0.9427859335658085,0.94075,0.9854312050000676,0.9709384004411045,2450,167,70,1313,0.9204,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",35.7,16000,4000,5531,1383,34.57,34.58
