config_id,dataset,imbalance_method,method_family,classifier,minority_ratio,seed,precision,recall,f1,mcc,balanced_accuracy,accuracy,roc_auc,pr_auc,tn,fp,fn,tp,cv_best_score,best_params,runtime_sec,train_size,test_size,train_phishing,test_phishing,train_phishing_pct,test_phishing_pct
vrbancic__smote__random_forest__rnative__s42,vrbancic,smote,Data-level (synthetic),random_forest,,42,0.9331926863572433,0.9595083152566883,0.9461675579322637,0.9173200432642304,0.9616036035587989,0.96225,0.9920378491928435,0.9852837717371083,2522,95,56,1327,0.9417,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",39.1,16000,4000,5531,1383,34.57,34.58
vrbancic__smote__svm__rnative__s42,vrbancic,smote,Data-level (synthetic),svm,,42,0.9030006978367062,0.935647143890094,0.9190340909090908,0.8754025791756374,0.9412664454643439,0.943,0.9846451437856543,0.9700053787689352,2478,139,89,1294,0.9203,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",51.0,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__decision_tree__rnative__s42,vrbancic,adasyn,Data-level (synthetic),decision_tree,,42,0.8840482573726541,0.9537237888647867,0.9175652173913044,0.872952592981184,0.9438087801794319,0.94075,0.9593512411616465,0.8987589137547005,2444,173,64,1319,0.9157,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",14.6,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__random_forest__rnative__s42,vrbancic,adasyn,Data-level (synthetic),random_forest,,42,0.9220151828847482,0.9660159074475777,0.9435028248587571,0.9131631642104632,0.9614183473042245,0.96,0.9923787980640514,0.9855443946555628,2504,113,47,1336,0.9417,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",44.1,16000,4000,5531,1383,34.57,34.58
vrbancic__adasyn__svm__rnative__s42,vrbancic,adasyn,Data-level (synthetic),svm,,42,0.8430012610340479,0.9667389732465654,0.9006399461098012,0.8474340143253426,0.9357959291146851,0.92625,0.9823121030494477,0.9641729114229008,2368,249,46,1337,0.8999,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",76.6,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__decision_tree__rnative__s42,vrbancic,smoteenn,Hybrid,decision_tree,,42,0.9046624913013221,0.9399855386840202,0.9219858156028368,0.8799235411885825,0.9438177597890869,0.945,0.9438177597890869,0.8711196592131011,2480,137,83,1300,0.9177,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",36.3,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__random_forest__rnative__s42,vrbancic,smoteenn,Hybrid,random_forest,,42,0.8913333333333333,0.9667389732465654,0.9275060700659036,0.8885538644395725,0.9522269570092208,0.94775,0.9874797993319722,0.9787824664347418,2454,163,46,1337,0.9231,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",49.8,16000,4000,5531,1383,34.57,34.58
vrbancic__smoteenn__svm__rnative__s42,vrbancic,smoteenn,Hybrid,svm,,42,0.8657894736842106,0.9515545914678236,0.9066482948673785,0.8560109173472761,0.9368013691003619,0.93225,0.979105967959095,0.9562859083478042,2413,204,67,1316,0.9053,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",29.6,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__decision_tree__rnative__s42,vrbancic,smotetomek,Hybrid,decision_tree,,42,0.9027291812456263,0.9327548806941431,0.9174964438122333,0.8730740467633925,0.9398203138663686,0.942,0.9560222926407815,0.8861568147360971,2478,139,93,1290,0.9233,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 2}",36.8,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__random_forest__rnative__s42,vrbancic,smotetomek,Hybrid,random_forest,,42,0.9330514446793516,0.9573391178597253,0.9450392576730907,0.9155989892133276,0.9605190048603174,0.9615,0.9914981055786584,0.9850002300973104,2522,95,59,1324,0.9424,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",58.5,16000,4000,5531,1383,34.57,34.58
vrbancic__smotetomek__svm__rnative__s42,vrbancic,smotetomek,Hybrid,svm,,42,0.9012517385257302,0.9370932754880694,0.9188231123714995,0.8750287908551913,0.9414163358716618,0.94275,0.984720572506756,0.9701788004528907,2475,142,87,1296,0.9191,"{""C"": 10, ""gamma"": 0.01, ""kernel"": ""rbf""}",59.2,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__decision_tree__rnative__s42,vrbancic,cost_sensitive,Algorithm-level,decision_tree,,42,0.9003436426116839,0.9472161966738973,0.9231853417899929,0.881677037588739,0.9459046210729058,0.9455,0.9651418460585455,0.9145037943673041,2472,145,73,1310,0.9214,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",5.0,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__random_forest__rnative__s42,vrbancic,cost_sensitive,Algorithm-level,random_forest,,42,0.9386152748037117,0.9508315256688359,0.944683908045977,0.915206258926435,0.9589847349398822,0.9615,0.9922540505637675,0.9857755516858491,2531,86,68,1315,0.9428,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",25.5,16000,4000,5531,1383,34.57,34.58
vrbancic__cost_sensitive__svm__rnative__s42,vrbancic,cost_sensitive,Algorithm-level,svm,,42,0.8984105044920525,0.9399855386840202,0.9187279151943463,0.8748111852364707,0.9419071751501874,0.9425,0.9848683906964613,0.9698907572589364,2470,147,83,1300,0.9181,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",35.1,16000,4000,5531,1383,34.57,34.58
